STABBR,YEAR,dispensary,marij_related_words
SC,2020,2.75,42.44444444444444
SC,2021,4.083333333333333,38.97222222222222
SD,2004,0,17.083333333333336
SD,2005,0,20.166666666666668
SD,2006,0,17.194444444444443
SD,2007,0,16.555555555555557
SD,2008,0.08333333333333333,18
SD,2009,0.08333333333333333,22.083333333333332
SD,2010,0.16666666666666666,25.666666666666664
SD,2011,0.25,23.97222222222222
SD,2012,0.08333333333333333,26.25
SD,2013,0,26.916666666666668
SD,2014,0.5,31.694444444444446
SD,2015,0.75,31.61111111111111
SD,2016,1.4166666666666667,30.61111111111111
SD,2017,1.8333333333333333,32.52777777777778
SD,2018,2.0833333333333335,37.19444444444444
SD,2019,2.3333333333333335,39.25
SD,2020,4.666666666666667,42.75
SD,2021,10.083333333333334,41.44444444444444
TN,2004,0.08333333333333333,18.305555555555557
TN,2005,0.16666666666666666,19.694444444444443
TN,2006,0,18.305555555555557
TN,2007,0.25,20.86111111111111
TN,2008,0.08333333333333333,21.72222222222222
TN,2009,0.4166666666666667,25.583333333333332
TN,2010,0.4166666666666667,26.47222222222222
TN,2011,0.4166666666666667,29.22222222222222
TN,2012,0.3333333333333333,30.416666666666664
TN,2013,0.16666666666666666,33.13888888888889
TN,2014,0.9166666666666666,36.19444444444444
TN,2015,0.9166666666666666,35.36111111111111
TN,2016,1,36.333333333333336
TN,2017,1.25,38.72222222222222
TN,2018,2.4166666666666665,43.69444444444444
TN,2019,2.8333333333333335,44.88888888888889
TN,2020,4.666666666666667,45.833333333333336
TN,2021,6.25,42.33333333333333
TX,2004,0,18.805555555555557
TX,2005,0,19.305555555555557
TX,2006,0,18.75
TX,2007,0,20.47222222222222
TX,2008,0,22.055555555555557
TX,2009,0,26.27777777777778
TX,2010,0.25,26.805555555555557
TX,2011,0.5833333333333334,28.944444444444443
TX,2012,0.3333333333333333,30.75
TX,2013,0.8333333333333334,31.194444444444446
TX,2014,1,33.861111111111114
TX,2015,2,33.72222222222222
TX,2016,2,37.166666666666664
TX,2017,2.3333333333333335,39.833333333333336
TX,2018,3,45.66666666666667
TX,2019,3.8333333333333335,46.69444444444445
TX,2020,4.416666666666667,48.19444444444444
TX,2021,5.583333333333333,43
UT,2004,0,13.36111111111111
UT,2005,0,12
UT,2006,0.08333333333333333,13
UT,2007,0,13.083333333333332
UT,2008,0,13.416666666666666
UT,2009,0.08333333333333333,17.22222222222222
UT,2010,0,17.47222222222222
UT,2011,0,19.61111111111111
UT,2012,0.08333333333333333,20.52777777777778
UT,2013,0.6666666666666666,22.444444444444446
UT,2014,1.1666666666666667,24.22222222222222
UT,2015,1.4166666666666667,23.22222222222222
UT,2016,1.9166666666666667,25.11111111111111
UT,2017,3.8333333333333335,29.083333333333336
UT,2018,5.583333333333333,36.72222222222222
UT,2019,7.25,35.97222222222222
UT,2020,9.916666666666666,35.583333333333336
UT,2021,12.333333333333334,33.13888888888889
VA,2004,0,15.555555555555555
VA,2005,0,15.694444444444445
VA,2006,0,16.694444444444443
VA,2007,0,15.666666666666666
VA,2008,0,13.777777777777777
VA,2009,0,12.61111111111111
VA,2010,0,12.805555555555555
VA,2011,0,24.611111111111114
VA,2012,0,25.97222222222222
VA,2013,0,27.583333333333336
VA,2014,0.16666666666666666,23.555555555555557
VA,2015,0.4166666666666667,21.52777777777778
VA,2016,0.8333333333333334,29.38888888888889
VA,2017,1,31.333333333333336
VA,2018,1.9166666666666667,36.52777777777778
VA,2019,2.5833333333333335,36.72222222222222
VA,2020,3.6666666666666665,40.02777777777778
VA,2021,6.75,41.138888888888886
VT,2004,0,21.61111111111111
VT,2005,0,19.61111111111111
VT,2006,0,17.805555555555557
VT,2007,0.08333333333333333,19.305555555555554
VT,2008,0,20.694444444444443
VT,2009,0.25,24.38888888888889
VT,2010,0.3333333333333333,23.38888888888889
VT,2011,0.08333333333333333,25.77777777777778
VT,2012,0.5833333333333334,27.47222222222222
VT,2013,1.1666666666666667,28.86111111111111
VT,2014,1.0833333333333333,29.36111111111111
VT,2015,1.1666666666666667,29.36111111111111
VT,2016,2.0833333333333335,33.138888888888886
VT,2017,3.6666666666666665,35.52777777777778
VT,2018,7.333333333333333,49.138888888888886
VT,2019,11.333333333333334,47.55555555555556
VT,2020,10.666666666666666,47.36111111111111
VT,2021,15.083333333333334,43.30555555555556
WA,2004,0.08333333333333333,14.36111111111111
WA,2005,0,14.194444444444445
WA,2006,0,13.833333333333332
WA,2007,0,14.583333333333334
WA,2008,0,16.02777777777778
WA,2009,0.08333333333333333,19.5
WA,2010,0.5833333333333334,20.97222222222222
WA,2011,1.5833333333333333,23.305555555555554
WA,2012,1.9166666666666667,26.277777777777775
WA,2013,2.1666666666666665,27.36111111111111
WA,2014,2.75,30.805555555555557
WA,2015,4.333333333333333,30.166666666666668
WA,2016,7.083333333333333,33.083333333333336
WA,2017,7.25,35.30555555555556
WA,2018,6.75,38.97222222222222
WA,2019,7.333333333333333,38.77777777777778
WA,2020,7.166666666666667,38.19444444444444
WA,2021,8.416666666666666,32.25
WI,2004,0.25,19
WI,2005,0,18.72222222222222
WI,2006,0,18.75
WI,2007,0,19.02777777777778
WI,2008,0,20
WI,2009,0.08333333333333333,24.694444444444443
WI,2010,0,26.583333333333332
WI,2011,0.08333333333333333,26.27777777777778
WI,2012,0.08333333333333333,27.305555555555557
WI,2013,0,28.555555555555557
WI,2014,0.6666666666666666,31.083333333333332
WI,2015,0.6666666666666666,30.25
WI,2016,1,30.36111111111111
WI,2017,1.0833333333333333,33.61111111111111
WI,2018,2.1666666666666665,40.19444444444444
WI,2019,3.4166666666666665,41.41666666666667
WI,2020,12,41.66666666666667
WI,2021,16.916666666666668,38.27777777777778
WV,2004,0,18.055555555555557
WV,2005,0,17.444444444444443
WV,2006,0,20.805555555555554
WV,2007,0.08333333333333333,17.72222222222222
WV,2008,0.08333333333333333,20.75
WV,2009,0,23.13888888888889
WV,2010,0.08333333333333333,24.194444444444443
WV,2011,0.08333333333333333,29.916666666666668
WV,2012,0.08333333333333333,30.166666666666668
WV,2013,0.08333333333333333,32.22222222222222
WV,2014,0,35.25
WV,2015,0.4166666666666667,34.69444444444444
WV,2016,0.6666666666666666,37.138888888888886
WV,2017,1,40.05555555555556
WV,2018,1.9166666666666667,42.638888888888886
WV,2019,2.8333333333333335,44.22222222222222
WV,2020,3.25,44.38888888888889
WV,2021,6.416666666666667,42.25
WY,2004,0.4166666666666667,19.11111111111111
WY,2005,0,15.777777777777779
WY,2006,0,15.38888888888889
WY,2007,0,17.22222222222222
WY,2008,0,16.02777777777778
WY,2009,0.16666666666666666,23
WY,2010,1,23.305555555555557
WY,2011,0.08333333333333333,22.02777777777778
WY,2012,0.6666666666666666,22.63888888888889
WY,2013,0.4166666666666667,24.916666666666668
WY,2014,2.3333333333333335,30.055555555555557
WY,2015,3.6666666666666665,29.555555555555557
WY,2016,4.333333333333333,30.61111111111111
WY,2017,5.916666666666667,30.36111111111111
WY,2018,7.083333333333333,36.86111111111111
WY,2019,9.083333333333334,38.61111111111111
WY,2020,9.583333333333334,37.97222222222222
WY,2021,10.416666666666666,36.138888888888886
