quality_type,price,url,Year,Jurisdictions,measure_unit
Medium Quality,226.89,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html,2012,Pennsylvania,Average ($/Oz.)*
High Quality,354.75,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html,2012,Puerto Rico,Average ($/Oz.)*
Medium Quality,140.82,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html,2012,Puerto Rico,Average ($/Oz.)*
High Quality,374.01,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html,2012,Rhode Island,Average ($/Oz.)*
Medium Quality,302.45,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html,2012,Rhode Island,Average ($/Oz.)*
High Quality,358.46,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/South-Carolina.html,2012,South Carolina,Average ($/Oz.)*
Medium Quality,197.32,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/South-Carolina.html,2012,South Carolina,Average ($/Oz.)*
High Quality,418.38,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/South-Dakota.html,2012,South Dakota,Average ($/Oz.)*
Medium Quality,380.8,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/South-Dakota.html,2012,South Dakota,Average ($/Oz.)*
High Quality,377,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Tennessee.html,2012,Tennessee,Average ($/Oz.)*
Medium Quality,217.58,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Tennessee.html,2012,Tennessee,Average ($/Oz.)*
High Quality,358.34,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Texas.html,2012,Texas,Average ($/Oz.)*
Medium Quality,224.72,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Texas.html,2012,Texas,Average ($/Oz.)*
High Quality,307.41,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Utah.html,2012,Utah,Average ($/Oz.)*
Medium Quality,249.49,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Utah.html,2012,Utah,Average ($/Oz.)*
High Quality,391.6,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Vermont.html,2012,Vermont,Average ($/Oz.)*
Medium Quality,322.33,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Vermont.html,2012,Vermont,Average ($/Oz.)*
High Quality,392.41,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Virginia.html,2012,Virginia,Average ($/Oz.)*
Medium Quality,251.43,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Virginia.html,2012,Virginia,Average ($/Oz.)*
High Quality,246.39,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Washington.html,2012,Washington,Average ($/Oz.)*
Medium Quality,199.49,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Washington.html,2012,Washington,Average ($/Oz.)*
High Quality,384.68,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/West-Virginia.html,2012,West Virginia,Average ($/Oz.)*
Medium Quality,192.87,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/West-Virginia.html,2012,West Virginia,Average ($/Oz.)*
High Quality,374.34,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Wisconsin.html,2012,Wisconsin,Average ($/Oz.)*
Medium Quality,275.29,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Wisconsin.html,2012,Wisconsin,Average ($/Oz.)*
High Quality,356.04,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Wyoming.html,2012,Wyoming,Average ($/Oz.)*
Medium Quality,395.31,https://web.archive.org/web/20121221080245/http:/www.priceofweed.com/prices/United-States/Wyoming.html,2012,Wyoming,Average ($/Oz.)*
High Quality,340.06,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Alabama.html,2013,Alabama,Average ($/Oz.)*
Medium Quality,195.14,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Alabama.html,2013,Alabama,Average ($/Oz.)*
High Quality,289.29,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Alaska.html,2013,Alaska,Average ($/Oz.)*
Medium Quality,262.97,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Alaska.html,2013,Alaska,Average ($/Oz.)*
High Quality,303.92,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Arizona.html,2013,Arizona,Average ($/Oz.)*
Medium Quality,209.09,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Arizona.html,2013,Arizona,Average ($/Oz.)*
High Quality,368.16,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Arkansas.html,2013,Arkansas,Average ($/Oz.)*
Medium Quality,178.74,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Arkansas.html,2013,Arkansas,Average ($/Oz.)*
High Quality,248.98,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/California.html,2013,California,Average ($/Oz.)*
Medium Quality,192.99,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/California.html,2013,California,Average ($/Oz.)*
High Quality,236.92,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Colorado.html,2013,Colorado,Average ($/Oz.)*
Medium Quality,197.48,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Colorado.html,2013,Colorado,Average ($/Oz.)*
High Quality,351.68,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Connecticut.html,2013,Connecticut,Average ($/Oz.)*
Medium Quality,274.08,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Connecticut.html,2013,Connecticut,Average ($/Oz.)*
High Quality,372.48,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Delaware.html,2013,Delaware,Average ($/Oz.)*
Medium Quality,227.59,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Delaware.html,2013,Delaware,Average ($/Oz.)*
High Quality,350.82,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html,2013,District of Columbia,Average ($/Oz.)*
Medium Quality,293.87,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html,2013,District of Columbia,Average ($/Oz.)*
High Quality,308.24,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Florida.html,2013,Florida,Average ($/Oz.)*
Medium Quality,221.2,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Florida.html,2013,Florida,Average ($/Oz.)*
High Quality,337.42,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Georgia.html,2013,Georgia,Average ($/Oz.)*
Medium Quality,210.55,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Georgia.html,2013,Georgia,Average ($/Oz.)*
High Quality,333.32,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Hawaii.html,2013,Hawaii,Average ($/Oz.)*
Medium Quality,270.68,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Hawaii.html,2013,Hawaii,Average ($/Oz.)*
High Quality,276.15,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Idaho.html,2013,Idaho,Average ($/Oz.)*
Medium Quality,257.8,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Idaho.html,2013,Idaho,Average ($/Oz.)*
High Quality,358.14,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Illinois.html,2013,Illinois,Average ($/Oz.)*
Medium Quality,287.98,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Illinois.html,2013,Illinois,Average ($/Oz.)*
High Quality,335.8,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Indiana.html,2013,Indiana,Average ($/Oz.)*
Medium Quality,205.46,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Indiana.html,2013,Indiana,Average ($/Oz.)*
High Quality,373.61,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Iowa.html,2013,Iowa,Average ($/Oz.)*
Medium Quality,289.21,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Iowa.html,2013,Iowa,Average ($/Oz.)*
High Quality,356.49,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Kansas.html,2013,Kansas,Average ($/Oz.)*
Medium Quality,260.41,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Kansas.html,2013,Kansas,Average ($/Oz.)*
High Quality,337.93,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Kentucky.html,2013,Kentucky,Average ($/Oz.)*
Medium Quality,181.9,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Kentucky.html,2013,Kentucky,Average ($/Oz.)*
High Quality,364.38,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Louisiana.html,2013,Louisiana,Average ($/Oz.)*
Medium Quality,240.98,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Louisiana.html,2013,Louisiana,Average ($/Oz.)*
High Quality,322.65,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Maine.html,2013,Maine,Average ($/Oz.)*
Medium Quality,260.37,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Maine.html,2013,Maine,Average ($/Oz.)*
High Quality,382.51,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Maryland.html,2013,Maryland,Average ($/Oz.)*
Medium Quality,247.97,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Maryland.html,2013,Maryland,Average ($/Oz.)*
High Quality,355.04,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Massachusetts.html,2013,Massachusetts,Average ($/Oz.)*
Medium Quality,297.66,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Massachusetts.html,2013,Massachusetts,Average ($/Oz.)*
High Quality,306.81,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Michigan.html,2013,Michigan,Average ($/Oz.)*
Medium Quality,241.52,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Michigan.html,2013,Michigan,Average ($/Oz.)*
High Quality,373.56,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Minnesota.html,2013,Minnesota,Average ($/Oz.)*
Medium Quality,281.64,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Minnesota.html,2013,Minnesota,Average ($/Oz.)*
High Quality,340.41,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Mississippi.html,2013,Mississippi,Average ($/Oz.)*
Medium Quality,151.42,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Mississippi.html,2013,Mississippi,Average ($/Oz.)*
High Quality,375.25,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Missouri.html,2013,Missouri,Average ($/Oz.)*
Medium Quality,238.97,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Missouri.html,2013,Missouri,Average ($/Oz.)*
High Quality,281.08,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Montana.html,2013,Montana,Average ($/Oz.)*
Medium Quality,257.9,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Montana.html,2013,Montana,Average ($/Oz.)*
High Quality,360.77,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Nebraska.html,2013,Nebraska,Average ($/Oz.)*
Medium Quality,240.92,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Nebraska.html,2013,Nebraska,Average ($/Oz.)*
High Quality,267.16,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Nevada.html,2013,Nevada,Average ($/Oz.)*
Medium Quality,216.96,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Nevada.html,2013,Nevada,Average ($/Oz.)*
High Quality,378.24,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html,2013,New Hampshire,Average ($/Oz.)*
Medium Quality,289.58,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html,2013,New Hampshire,Average ($/Oz.)*
High Quality,355.03,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Jersey.html,2013,New Jersey,Average ($/Oz.)*
Medium Quality,294.46,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Jersey.html,2013,New Jersey,Average ($/Oz.)*
High Quality,294.69,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Mexico.html,2013,New Mexico,Average ($/Oz.)*
Medium Quality,217.63,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-Mexico.html,2013,New Mexico,Average ($/Oz.)*
High Quality,353.17,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-York.html,2013,New York,Average ($/Oz.)*
Medium Quality,269.05,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/New-York.html,2013,New York,Average ($/Oz.)*
High Quality,356.21,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/North-Carolina.html,2013,North Carolina,Average ($/Oz.)*
Medium Quality,247.09,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/North-Carolina.html,2013,North Carolina,Average ($/Oz.)*
High Quality,410.88,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/North-Dakota.html,2013,North Dakota,Average ($/Oz.)*
Medium Quality,331.45,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/North-Dakota.html,2013,North Dakota,Average ($/Oz.)*
High Quality,337.46,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Ohio.html,2013,Ohio,Average ($/Oz.)*
Medium Quality,210.77,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Ohio.html,2013,Ohio,Average ($/Oz.)*
High Quality,364,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Oklahoma.html,2013,Oklahoma,Average ($/Oz.)*
Medium Quality,191.97,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Oklahoma.html,2013,Oklahoma,Average ($/Oz.)*
High Quality,214.2,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Oregon.html,2013,Oregon,Average ($/Oz.)*
Medium Quality,187.93,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Oregon.html,2013,Oregon,Average ($/Oz.)*
High Quality,375.78,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html,2013,Pennsylvania,Average ($/Oz.)*
Medium Quality,264.49,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html,2013,Pennsylvania,Average ($/Oz.)*
High Quality,344.39,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html,2013,Puerto Rico,Average ($/Oz.)*
Medium Quality,213.5,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html,2013,Puerto Rico,Average ($/Oz.)*
High Quality,343.74,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html,2013,Rhode Island,Average ($/Oz.)*
Medium Quality,254.39,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html,2013,Rhode Island,Average ($/Oz.)*
High Quality,349.46,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/South-Carolina.html,2013,South Carolina,Average ($/Oz.)*
Medium Quality,203.11,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/South-Carolina.html,2013,South Carolina,Average ($/Oz.)*
High Quality,395.61,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/South-Dakota.html,2013,South Dakota,Average ($/Oz.)*
Medium Quality,379.03,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/South-Dakota.html,2013,South Dakota,Average ($/Oz.)*
High Quality,359.31,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Tennessee.html,2013,Tennessee,Average ($/Oz.)*
Medium Quality,223.28,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Tennessee.html,2013,Tennessee,Average ($/Oz.)*
High Quality,344.57,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Texas.html,2013,Texas,Average ($/Oz.)*
Medium Quality,231.96,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Texas.html,2013,Texas,Average ($/Oz.)*
High Quality,293.26,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Utah.html,2013,Utah,Average ($/Oz.)*
Medium Quality,233.69,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Utah.html,2013,Utah,Average ($/Oz.)*
High Quality,390.61,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Vermont.html,2013,Vermont,Average ($/Oz.)*
Medium Quality,324.17,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Vermont.html,2013,Vermont,Average ($/Oz.)*
High Quality,376.26,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Virginia.html,2013,Virginia,Average ($/Oz.)*
Medium Quality,285.12,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Virginia.html,2013,Virginia,Average ($/Oz.)*
High Quality,237.49,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Washington.html,2013,Washington,Average ($/Oz.)*
Medium Quality,192.61,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Washington.html,2013,Washington,Average ($/Oz.)*
High Quality,367.56,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/West-Virginia.html,2013,West Virginia,Average ($/Oz.)*
Medium Quality,201.8,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/West-Virginia.html,2013,West Virginia,Average ($/Oz.)*
High Quality,358.08,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Wisconsin.html,2013,Wisconsin,Average ($/Oz.)*
Medium Quality,269.38,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Wisconsin.html,2013,Wisconsin,Average ($/Oz.)*
High Quality,356.69,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Wyoming.html,2013,Wyoming,Average ($/Oz.)*
Medium Quality,372.92,https://web.archive.org/web/20131127234728/http:/www.priceofweed.com/prices/United-States/Wyoming.html,2013,Wyoming,Average ($/Oz.)*
High Quality,337.54,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Alabama.html,2014,Alabama,Average ($/Oz.)*
Medium Quality,208.02,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Alabama.html,2014,Alabama,Average ($/Oz.)*
High Quality,303.02,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Alaska.html,2014,Alaska,Average ($/Oz.)*
Medium Quality,270.45,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Alaska.html,2014,Alaska,Average ($/Oz.)*
High Quality,298.51,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Arizona.html,2014,Arizona,Average ($/Oz.)*
Medium Quality,209.32,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Arizona.html,2014,Arizona,Average ($/Oz.)*
High Quality,341.9,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Arkansas.html,2014,Arkansas,Average ($/Oz.)*
Medium Quality,209.01,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Arkansas.html,2014,Arkansas,Average ($/Oz.)*
High Quality,244.1,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/California.html,2014,California,Average ($/Oz.)*
Medium Quality,189.72,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/California.html,2014,California,Average ($/Oz.)*
High Quality,243.67,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Colorado.html,2014,Colorado,Average ($/Oz.)*
Medium Quality,195.41,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Colorado.html,2014,Colorado,Average ($/Oz.)*
High Quality,337.28,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Connecticut.html,2014,Connecticut,Average ($/Oz.)*
Medium Quality,267.92,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Connecticut.html,2014,Connecticut,Average ($/Oz.)*
High Quality,364.19,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Delaware.html,2014,Delaware,Average ($/Oz.)*
Medium Quality,234.72,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Delaware.html,2014,Delaware,Average ($/Oz.)*
High Quality,348.47,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html,2014,District of Columbia,Average ($/Oz.)*
Medium Quality,282.69,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html,2014,District of Columbia,Average ($/Oz.)*
High Quality,300.93,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Florida.html,2014,Florida,Average ($/Oz.)*
Medium Quality,216.85,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Florida.html,2014,Florida,Average ($/Oz.)*
High Quality,324.24,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Georgia.html,2014,Georgia,Average ($/Oz.)*
Medium Quality,217.4,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Georgia.html,2014,Georgia,Average ($/Oz.)*
High Quality,307.64,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Hawaii.html,2014,Hawaii,Average ($/Oz.)*
Medium Quality,263.45,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Hawaii.html,2014,Hawaii,Average ($/Oz.)*
High Quality,275.13,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Idaho.html,2014,Idaho,Average ($/Oz.)*
Medium Quality,242.96,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Idaho.html,2014,Idaho,Average ($/Oz.)*
High Quality,354.18,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Illinois.html,2014,Illinois,Average ($/Oz.)*
Medium Quality,282.77,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Illinois.html,2014,Illinois,Average ($/Oz.)*
High Quality,332.48,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Indiana.html,2014,Indiana,Average ($/Oz.)*
Medium Quality,214.49,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Indiana.html,2014,Indiana,Average ($/Oz.)*
High Quality,364.92,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Iowa.html,2014,Iowa,Average ($/Oz.)*
Medium Quality,289.05,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Iowa.html,2014,Iowa,Average ($/Oz.)*
High Quality,349.76,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Kansas.html,2014,Kansas,Average ($/Oz.)*
Medium Quality,259.97,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Kansas.html,2014,Kansas,Average ($/Oz.)*
High Quality,339.17,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Kentucky.html,2014,Kentucky,Average ($/Oz.)*
Medium Quality,173.8,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Kentucky.html,2014,Kentucky,Average ($/Oz.)*
High Quality,361.37,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Louisiana.html,2014,Louisiana,Average ($/Oz.)*
Medium Quality,240.89,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Louisiana.html,2014,Louisiana,Average ($/Oz.)*
High Quality,312.46,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Maine.html,2014,Maine,Average ($/Oz.)*
Medium Quality,234.85,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Maine.html,2014,Maine,Average ($/Oz.)*
High Quality,366.04,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Maryland.html,2014,Maryland,Average ($/Oz.)*
Medium Quality,255.77,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Maryland.html,2014,Maryland,Average ($/Oz.)*
High Quality,345.37,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Massachusetts.html,2014,Massachusetts,Average ($/Oz.)*
Medium Quality,285.31,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Massachusetts.html,2014,Massachusetts,Average ($/Oz.)*
High Quality,287.7,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Michigan.html,2014,Michigan,Average ($/Oz.)*
Medium Quality,270.34,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Michigan.html,2014,Michigan,Average ($/Oz.)*
High Quality,351.36,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Minnesota.html,2014,Minnesota,Average ($/Oz.)*
Medium Quality,272.61,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Minnesota.html,2014,Minnesota,Average ($/Oz.)*
High Quality,334.7,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Mississippi.html,2014,Mississippi,Average ($/Oz.)*
Medium Quality,150.39,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Mississippi.html,2014,Mississippi,Average ($/Oz.)*
High Quality,351.58,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Missouri.html,2014,Missouri,Average ($/Oz.)*
Medium Quality,245.2,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Missouri.html,2014,Missouri,Average ($/Oz.)*
High Quality,265.49,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Montana.html,2014,Montana,Average ($/Oz.)*
Medium Quality,241.42,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Montana.html,2014,Montana,Average ($/Oz.)*
High Quality,335.65,https://web.archive.org/web/20141227232308/http:/www.priceofweed.com/prices/United-States/Nebraska.html,2014,Nebraska,Average ($/Oz.)*
