YEAR,STABBR,COUNTYCD,county_name,net_mig
2018,AL,01041,Crenshaw County,-194
2019,AL,01041,Crenshaw County,-440
2009,WV,54065,Morgan County,-195
2010,WV,54065,Morgan County,-282
2011,WV,54065,Morgan County,-703
2012,WV,54065,Morgan County,-480
2013,WV,54065,Morgan County,-200
2014,WV,54065,Morgan County,-33
2015,WV,54065,Morgan County,-48
2016,WV,54065,Morgan County,-84
2017,WV,54065,Morgan County,-165
2018,WV,54065,Morgan County,-309
2019,WV,54065,Morgan County,-224
2009,NM,35028,Los Alamos County,-335
2010,NM,35028,Los Alamos County,-81
2011,NM,35028,Los Alamos County,-80
2012,NM,35028,Los Alamos County,-276
2013,NM,35028,Los Alamos County,-559
2014,NM,35028,Los Alamos County,-94
2015,NM,35028,Los Alamos County,-296
2016,NM,35028,Los Alamos County,-314
2017,NM,35028,Los Alamos County,-211
2018,NM,35028,Los Alamos County,-316
2019,NM,35028,Los Alamos County,-342
2009,OR,41041,Lincoln County,-1047
2010,OR,41041,Lincoln County,-1315
2011,OR,41041,Lincoln County,-768
2012,OR,41041,Lincoln County,-933
2013,OR,41041,Lincoln County,-781
2014,OR,41041,Lincoln County,-322
2015,OR,41041,Lincoln County,-335
2016,OR,41041,Lincoln County,23
2017,OR,41041,Lincoln County,521
2018,OR,41041,Lincoln County,696
2019,OR,41041,Lincoln County,494
2009,GA,13291,Union County,649
2010,GA,13291,Union County,655
2011,GA,13291,Union County,446
2012,GA,13291,Union County,208
2013,GA,13291,Union County,-3
2014,GA,13291,Union County,-352
2015,GA,13291,Union County,-583
2016,GA,13291,Union County,46
2017,GA,13291,Union County,-14
2018,GA,13291,Union County,691
2019,GA,13291,Union County,634
2009,OH,39083,Knox County,807
2010,OH,39083,Knox County,954
2011,OH,39083,Knox County,536
2012,OH,39083,Knox County,1156
2013,OH,39083,Knox County,1436
2014,OH,39083,Knox County,1588
2015,OH,39083,Knox County,1379
2016,OH,39083,Knox County,1593
2017,OH,39083,Knox County,1169
2018,OH,39083,Knox County,1040
2019,OH,39083,Knox County,1034
2009,SD,46037,Day County,-140
2010,SD,46037,Day County,113
2011,SD,46037,Day County,234
2012,SD,46037,Day County,309
2013,SD,46037,Day County,401
2014,SD,46037,Day County,298
2015,SD,46037,Day County,230
2016,SD,46037,Day County,178
2017,SD,46037,Day County,176
2018,SD,46037,Day County,157
2019,SD,46037,Day County,105
2009,WA,53057,Skagit County,2227
2010,WA,53057,Skagit County,462
2011,WA,53057,Skagit County,-579
2012,WA,53057,Skagit County,-1065
2013,WA,53057,Skagit County,-725
2014,WA,53057,Skagit County,-399
2015,WA,53057,Skagit County,592
2016,WA,53057,Skagit County,863
2017,WA,53057,Skagit County,1113
2018,WA,53057,Skagit County,1621
2019,WA,53057,Skagit County,897
2009,WV,54037,Jefferson County,760
2010,WV,54037,Jefferson County,473
2011,WV,54037,Jefferson County,-371
2012,WV,54037,Jefferson County,71
2013,WV,54037,Jefferson County,321
2014,WV,54037,Jefferson County,233
2015,WV,54037,Jefferson County,276
2016,WV,54037,Jefferson County,1086
2017,WV,54037,Jefferson County,810
2018,WV,54037,Jefferson County,1162
2019,WV,54037,Jefferson County,765
2009,WV,54079,Putnam County,-458
2010,WV,54079,Putnam County,-988
2011,WV,54079,Putnam County,-1382
2012,WV,54079,Putnam County,-1684
2013,WV,54079,Putnam County,-1480
2014,WV,54079,Putnam County,-1721
2015,WV,54079,Putnam County,-2285
2016,WV,54079,Putnam County,-2440
2017,WV,54079,Putnam County,-2089
2018,WV,54079,Putnam County,-2557
2019,WV,54079,Putnam County,-1761
2009,OH,39119,Muskingum County,590
2010,OH,39119,Muskingum County,823
2011,OH,39119,Muskingum County,401
2012,OH,39119,Muskingum County,775
2013,OH,39119,Muskingum County,295
2014,OH,39119,Muskingum County,-275
2015,OH,39119,Muskingum County,-542
2016,OH,39119,Muskingum County,-1142
2017,OH,39119,Muskingum County,-1060
2018,OH,39119,Muskingum County,-1104
2019,OH,39119,Muskingum County,-639
2009,OH,39067,Harrison County,16
2010,OH,39067,Harrison County,-171
2011,OH,39067,Harrison County,-6
2012,OH,39067,Harrison County,-201
2013,OH,39067,Harrison County,-195
2014,OH,39067,Harrison County,-231
2015,OH,39067,Harrison County,-307
2016,OH,39067,Harrison County,-515
2017,OH,39067,Harrison County,-642
2018,OH,39067,Harrison County,-446
2019,OH,39067,Harrison County,-713
2009,VA,51179,Stafford County,2409
2010,VA,51179,Stafford County,3046
2011,VA,51179,Stafford County,1374
2012,VA,51179,Stafford County,952
2013,VA,51179,Stafford County,2315
2014,VA,51179,Stafford County,2112
2015,VA,51179,Stafford County,1942
2016,VA,51179,Stafford County,2751
2017,VA,51179,Stafford County,2399
2018,VA,51179,Stafford County,2697
2019,VA,51179,Stafford County,1693
2009,OK,40009,Beckham County,-9
2010,OK,40009,Beckham County,552
2011,OK,40009,Beckham County,-11
2012,OK,40009,Beckham County,-48
2013,OK,40009,Beckham County,-54
2014,OK,40009,Beckham County,126
2015,OK,40009,Beckham County,-1255
2016,OK,40009,Beckham County,-700
2017,OK,40009,Beckham County,-879
2018,OK,40009,Beckham County,-933
2019,OK,40009,Beckham County,-331
2009,OH,39169,Wayne County,-741
2010,OH,39169,Wayne County,-1104
2011,OH,39169,Wayne County,-1021
2012,OH,39169,Wayne County,-1155
2013,OH,39169,Wayne County,-925
2014,OH,39169,Wayne County,-665
2015,OH,39169,Wayne County,-485
2016,OH,39169,Wayne County,-179
2017,OH,39169,Wayne County,-71
2018,OH,39169,Wayne County,-151
2019,OH,39169,Wayne County,-775
2009,OH,39077,Huron County,-466
2010,OH,39077,Huron County,-489
2011,OH,39077,Huron County,-892
2012,OH,39077,Huron County,-996
2013,OH,39077,Huron County,-847
2014,OH,39077,Huron County,-242
2015,OH,39077,Huron County,-278
2016,OH,39077,Huron County,-1039
2017,OH,39077,Huron County,-336
2018,OH,39077,Huron County,-199
2019,OH,39077,Huron County,-901
2009,OH,39093,Lorain County,1802
2010,OH,39093,Lorain County,824
2011,OH,39093,Lorain County,-907
2012,OH,39093,Lorain County,-435
2013,OH,39093,Lorain County,-549
2014,OH,39093,Lorain County,114
2015,OH,39093,Lorain County,547
2016,OH,39093,Lorain County,0
2017,OH,39093,Lorain County,229
2018,OH,39093,Lorain County,559
2019,OH,39093,Lorain County,631
2009,IL,17115,Macon County,-468
2010,IL,17115,Macon County,-217
2011,IL,17115,Macon County,-285
2012,IL,17115,Macon County,-123
2013,IL,17115,Macon County,-238
2014,IL,17115,Macon County,507
2015,IL,17115,Macon County,39
2016,IL,17115,Macon County,539
2017,IL,17115,Macon County,-103
2018,IL,17115,Macon County,41
2019,IL,17115,Macon County,-146
2009,SC,45059,Laurens County,1710
2010,SC,45059,Laurens County,990
2011,SC,45059,Laurens County,690
2012,SC,45059,Laurens County,571
2013,SC,45059,Laurens County,818
2014,SC,45059,Laurens County,628
2015,SC,45059,Laurens County,956
2016,SC,45059,Laurens County,1664
2017,SC,45059,Laurens County,1459
2018,SC,45059,Laurens County,1495
2019,SC,45059,Laurens County,1422
2009,TX,48229,Hudspeth County,-175
2010,TX,48229,Hudspeth County,-88
2011,TX,48229,Hudspeth County,-39
2012,TX,48229,Hudspeth County,-80
2013,TX,48229,Hudspeth County,81
2014,TX,48229,Hudspeth County,-32
2015,TX,48229,Hudspeth County,32
2016,TX,48229,Hudspeth County,31
2017,TX,48229,Hudspeth County,103
2018,TX,48229,Hudspeth County,179
2019,TX,48229,Hudspeth County,294
2009,LA,22057,Lafourche Parish,52
2010,LA,22057,Lafourche Parish,154
2011,LA,22057,Lafourche Parish,-817
2012,LA,22057,Lafourche Parish,-929
2013,LA,22057,Lafourche Parish,-1157
2014,LA,22057,Lafourche Parish,-1168
2015,LA,22057,Lafourche Parish,-654
2016,LA,22057,Lafourche Parish,414
2017,LA,22057,Lafourche Parish,-249
2018,LA,22057,Lafourche Parish,-617
2019,LA,22057,Lafourche Parish,-540
2009,WV,54077,Preston County,364
2010,WV,54077,Preston County,116
2011,WV,54077,Preston County,106
2012,WV,54077,Preston County,257
2013,WV,54077,Preston County,-6
2014,WV,54077,Preston County,-29
2015,WV,54077,Preston County,164
2016,WV,54077,Preston County,-202
2017,WV,54077,Preston County,-225
2018,WV,54077,Preston County,-53
2019,WV,54077,Preston County,-109
2009,OH,39105,Meigs County,-408
2010,OH,39105,Meigs County,-81
2011,OH,39105,Meigs County,-243
2012,OH,39105,Meigs County,132
2013,OH,39105,Meigs County,-174
2014,OH,39105,Meigs County,28
2015,OH,39105,Meigs County,-64
2016,OH,39105,Meigs County,221
2017,OH,39105,Meigs County,-91
2018,OH,39105,Meigs County,61
2019,OH,39105,Meigs County,220
2009,OH,39167,Washington County,-326
2010,OH,39167,Washington County,-378
2011,OH,39167,Washington County,37
2012,OH,39167,Washington County,-285
2013,OH,39167,Washington County,244
2014,OH,39167,Washington County,687
2015,OH,39167,Washington County,465
2016,OH,39167,Washington County,117
2017,OH,39167,Washington County,143
2018,OH,39167,Washington County,-86
2019,OH,39167,Washington County,-140
2009,IN,18089,Lake County,1366
2010,IN,18089,Lake County,784
2011,IN,18089,Lake County,-3408
2012,IN,18089,Lake County,-3141
2013,IN,18089,Lake County,-4168
2014,IN,18089,Lake County,-5817
2015,IN,18089,Lake County,-2931
2016,IN,18089,Lake County,-1233
2017,IN,18089,Lake County,-2134
2018,IN,18089,Lake County,-1270
2019,IN,18089,Lake County,-395
2009,IN,18025,Crawford County,98
2010,IN,18025,Crawford County,0
2011,IN,18025,Crawford County,16
2012,IN,18025,Crawford County,71
2013,IN,18025,Crawford County,125
2014,IN,18025,Crawford County,132
2015,IN,18025,Crawford County,194
2016,IN,18025,Crawford County,223
2017,IN,18025,Crawford County,83
2018,IN,18025,Crawford County,-98
2019,IN,18025,Crawford County,-121
2009,VA,51191,Washington County,-1281
2010,VA,51191,Washington County,-937
2011,VA,51191,Washington County,-613
2012,VA,51191,Washington County,-87
2013,VA,51191,Washington County,-197
2014,VA,51191,Washington County,186
2015,VA,51191,Washington County,1134
2016,VA,51191,Washington County,664
2017,VA,51191,Washington County,492
2018,VA,51191,Washington County,816
2019,VA,51191,Washington County,179
2009,OH,39099,Mahoning County,-1955
2010,OH,39099,Mahoning County,-544
2011,OH,39099,Mahoning County,-1022
2012,OH,39099,Mahoning County,-208
2013,OH,39099,Mahoning County,731
2014,OH,39099,Mahoning County,716
2015,OH,39099,Mahoning County,-98
2016,OH,39099,Mahoning County,478
2017,OH,39099,Mahoning County,-908
2018,OH,39099,Mahoning County,-1174
2019,OH,39099,Mahoning County,-1197
2009,FL,12113,Santa Rosa County,3576
2010,FL,12113,Santa Rosa County,2690
2011,FL,12113,Santa Rosa County,1196
2012,FL,12113,Santa Rosa County,1348
2013,FL,12113,Santa Rosa County,1607
2014,FL,12113,Santa Rosa County,1777
2015,FL,12113,Santa Rosa County,2487
2016,FL,12113,Santa Rosa County,2187
2017,FL,12113,Santa Rosa County,2396
2018,FL,12113,Santa Rosa County,2372
2019,FL,12113,Santa Rosa County,3317
2009,CA,06007,Butte County,4631
2010,CA,06007,Butte County,3208
2011,CA,06007,Butte County,614
2012,CA,06007,Butte County,225
2013,CA,06007,Butte County,210
2014,CA,06007,Butte County,124
2015,CA,06007,Butte County,310
2016,CA,06007,Butte County,1379
2017,CA,06007,Butte County,2228
2018,CA,06007,Butte County,1653
2019,CA,06007,Butte County,-1019
2009,WI,55087,Outagamie County,-480
2010,WI,55087,Outagamie County,-1400
2011,WI,55087,Outagamie County,-1120
2012,WI,55087,Outagamie County,-1434
2013,WI,55087,Outagamie County,-1502
2014,WI,55087,Outagamie County,-975
2015,WI,55087,Outagamie County,134
2016,WI,55087,Outagamie County,-714
2017,WI,55087,Outagamie County,-1465
2018,WI,55087,Outagamie County,-2285
2019,WI,55087,Outagamie County,-2592
2009,OH,39009,Athens County,4974
2010,OH,39009,Athens County,6121
2011,OH,39009,Athens County,3910
2012,OH,39009,Athens County,3133
2013,OH,39009,Athens County,3348
2014,OH,39009,Athens County,3114
2015,OH,39009,Athens County,3886
2016,OH,39009,Athens County,4803
2017,OH,39009,Athens County,5449
2018,OH,39009,Athens County,6167
2019,OH,39009,Athens County,6873
2009,TX,48163,Frio County,494
2010,TX,48163,Frio County,83
2011,TX,48163,Frio County,317
2012,TX,48163,Frio County,306
2013,TX,48163,Frio County,296
2014,TX,48163,Frio County,47
2015,TX,48163,Frio County,193
2016,TX,48163,Frio County,-250
2017,TX,48163,Frio County,-118
2018,TX,48163,Frio County,445
2019,TX,48163,Frio County,912
2009,SC,45047,Greenwood County,403
2010,SC,45047,Greenwood County,610
2011,SC,45047,Greenwood County,392
2012,SC,45047,Greenwood County,327
2013,SC,45047,Greenwood County,331
2014,SC,45047,Greenwood County,1142
2015,SC,45047,Greenwood County,1089
2016,SC,45047,Greenwood County,1280
2017,SC,45047,Greenwood County,753
2018,SC,45047,Greenwood County,523
2019,SC,45047,Greenwood County,-174
2009,LA,22073,Ouachita Parish,-412
2010,LA,22073,Ouachita Parish,-1109
2011,LA,22073,Ouachita Parish,-500
2012,LA,22073,Ouachita Parish,102
2013,LA,22073,Ouachita Parish,-669
2014,LA,22073,Ouachita Parish,-883
2015,LA,22073,Ouachita Parish,-436
2016,LA,22073,Ouachita Parish,-145
2017,LA,22073,Ouachita Parish,-521
2018,LA,22073,Ouachita Parish,-469
2019,LA,22073,Ouachita Parish,-785
2009,FL,12129,Wakulla County,584
2010,FL,12129,Wakulla County,130
2011,FL,12129,Wakulla County,275
2012,FL,12129,Wakulla County,1390
2013,FL,12129,Wakulla County,1032
2014,FL,12129,Wakulla County,569
2015,FL,12129,Wakulla County,743
2016,FL,12129,Wakulla County,596
2017,FL,12129,Wakulla County,-378
2018,FL,12129,Wakulla County,-113
2019,FL,12129,Wakulla County,-50
2009,AL,01007,Bibb County,-329
2010,AL,01007,Bibb County,-946
2011,AL,01007,Bibb County,-1000
2012,AL,01007,Bibb County,-946
2013,AL,01007,Bibb County,-500
2014,AL,01007,Bibb County,-438
2015,AL,01007,Bibb County,4
2016,AL,01007,Bibb County,462
2017,AL,01007,Bibb County,269
2018,AL,01007,Bibb County,291
2019,AL,01007,Bibb County,156
2009,VA,51610,Falls Church city,-279
2010,VA,51610,Falls Church city,107
2011,VA,51610,Falls Church city,150
2012,VA,51610,Falls Church city,77
2013,VA,51610,Falls Church city,-30
2014,VA,51610,Falls Church city,19
2015,VA,51610,Falls Church city,-86
2016,VA,51610,Falls Church city,-396
2017,VA,51610,Falls Church city,-359
2018,VA,51610,Falls Church city,-471
2019,VA,51610,Falls Church city,-434
2009,NC,37035,Catawba County,1298
2010,NC,37035,Catawba County,866
2011,NC,37035,Catawba County,478
2012,NC,37035,Catawba County,-263
2013,NC,37035,Catawba County,-354
2014,NC,37035,Catawba County,-468
2015,NC,37035,Catawba County,333
2016,NC,37035,Catawba County,674
2017,NC,37035,Catawba County,983
2018,NC,37035,Catawba County,658
2019,NC,37035,Catawba County,902
2009,AK,02170,Matanuska-Susitna Borough,782
2010,AK,02170,Matanuska-Susitna Borough,-2651
2011,AK,02170,Matanuska-Susitna Borough,-3326
2012,AK,02170,Matanuska-Susitna Borough,-3401
2013,AK,02170,Matanuska-Susitna Borough,-4171
2014,AK,02170,Matanuska-Susitna Borough,-4054
2015,AK,02170,Matanuska-Susitna Borough,-1527
2016,AK,02170,Matanuska-Susitna Borough,-740
2017,AK,02170,Matanuska-Susitna Borough,-645
2018,AK,02170,Matanuska-Susitna Borough,603
2019,AK,02170,Matanuska-Susitna Borough,66
2009,GA,13107,Emanuel County,-364
2010,GA,13107,Emanuel County,34
2011,GA,13107,Emanuel County,-337
2012,GA,13107,Emanuel County,169
2013,GA,13107,Emanuel County,-69
2014,GA,13107,Emanuel County,6
2015,GA,13107,Emanuel County,285
2016,GA,13107,Emanuel County,352
2017,GA,13107,Emanuel County,259
2018,GA,13107,Emanuel County,254
2019,GA,13107,Emanuel County,580
2009,IL,17163,St. Clair County,-875
2010,IL,17163,St. Clair County,758
2011,IL,17163,St. Clair County,-945
2012,IL,17163,St. Clair County,-1910
2013,IL,17163,St. Clair County,-2400
2014,IL,17163,St. Clair County,-3204
2015,IL,17163,St. Clair County,-3701
2016,IL,17163,St. Clair County,-3107
2017,IL,17163,St. Clair County,-3389
2018,IL,17163,St. Clair County,-3328
2019,IL,17163,St. Clair County,-2533
2009,AZ,04009,Graham County,208
2010,AZ,04009,Graham County,-227
2011,AZ,04009,Graham County,-1018
2012,AZ,04009,Graham County,-959
2013,AZ,04009,Graham County,-1175
2014,AZ,04009,Graham County,-1009
2015,AZ,04009,Graham County,-27
2016,AZ,04009,Graham County,88
2017,AZ,04009,Graham County,1005
2018,AZ,04009,Graham County,1036
2019,AZ,04009,Graham County,1414
2009,CA,06031,Kings County,5659
2010,CA,06031,Kings County,4509
2011,CA,06031,Kings County,1803
2012,CA,06031,Kings County,1535
2013,CA,06031,Kings County,1404
2014,CA,06031,Kings County,1898
2015,CA,06031,Kings County,2388
2016,CA,06031,Kings County,2175
2017,CA,06031,Kings County,2238
2018,CA,06031,Kings County,2990
2019,CA,06031,Kings County,2335
2009,NY,36089,St. Lawrence County,2682
2010,NY,36089,St. Lawrence County,3315
2011,NY,36089,St. Lawrence County,2631
2012,NY,36089,St. Lawrence County,3161
2013,NY,36089,St. Lawrence County,3328
2014,NY,36089,St. Lawrence County,2798
2015,NY,36089,St. Lawrence County,1959
2016,NY,36089,St. Lawrence County,1680
2017,NY,36089,St. Lawrence County,1582
2018,NY,36089,St. Lawrence County,1642
2019,NY,36089,St. Lawrence County,2230
2009,KY,21051,Clay County,-566
2010,KY,21051,Clay County,-482
2011,KY,21051,Clay County,-135
2012,KY,21051,Clay County,15
2013,KY,21051,Clay County,-340
2014,KY,21051,Clay County,-295
2015,KY,21051,Clay County,-293
2016,KY,21051,Clay County,-328
2017,KY,21051,Clay County,-481
2018,KY,21051,Clay County,-220
2019,KY,21051,Clay County,45
2009,VA,51071,Giles County,-373
2010,VA,51071,Giles County,-75
2011,VA,51071,Giles County,-198
2012,VA,51071,Giles County,-152
2013,VA,51071,Giles County,-427
2014,VA,51071,Giles County,-345
2015,VA,51071,Giles County,-699
2016,VA,51071,Giles County,-774
2017,VA,51071,Giles County,-485
2018,VA,51071,Giles County,-476
2019,VA,51071,Giles County,-608
2009,OK,40149,Washita County,300
2010,OK,40149,Washita County,264
2011,OK,40149,Washita County,181
2012,OK,40149,Washita County,94
2013,OK,40149,Washita County,-157
2014,OK,40149,Washita County,-254
2015,OK,40149,Washita County,-290
2016,OK,40149,Washita County,-367
2017,OK,40149,Washita County,-247
2018,OK,40149,Washita County,-546
2019,OK,40149,Washita County,-399
2009,KS,20037,Crawford County,-277
2010,KS,20037,Crawford County,-61
2011,KS,20037,Crawford County,-236
2012,KS,20037,Crawford County,-77
2013,KS,20037,Crawford County,-108
2014,KS,20037,Crawford County,-62
2015,KS,20037,Crawford County,191
2016,KS,20037,Crawford County,696
2017,KS,20037,Crawford County,1044
2018,KS,20037,Crawford County,1675
2019,KS,20037,Crawford County,1689
2009,GA,13127,Glynn County,1665
2010,GA,13127,Glynn County,1339
2011,GA,13127,Glynn County,917
2012,GA,13127,Glynn County,902
2013,GA,13127,Glynn County,1250
2014,GA,13127,Glynn County,1534
2015,GA,13127,Glynn County,1214
2016,GA,13127,Glynn County,768
2017,GA,13127,Glynn County,1153
2018,GA,13127,Glynn County,1705
2019,GA,13127,Glynn County,1019
2009,IL,17037,DeKalb County,7952
2010,IL,17037,DeKalb County,6491
2011,IL,17037,DeKalb County,4590
2012,IL,17037,DeKalb County,3777
2013,IL,17037,DeKalb County,2817
2014,IL,17037,DeKalb County,3701
2015,IL,17037,DeKalb County,3659
2016,IL,17037,DeKalb County,3408
2017,IL,17037,DeKalb County,3106
2018,IL,17037,DeKalb County,3506
2019,IL,17037,DeKalb County,3089
2009,WA,53049,Pacific County,-305
2010,WA,53049,Pacific County,-476
2011,WA,53049,Pacific County,-423
2012,WA,53049,Pacific County,-311
2013,WA,53049,Pacific County,-371
2014,WA,53049,Pacific County,-328
2015,WA,53049,Pacific County,-264
2016,WA,53049,Pacific County,-160
2017,WA,53049,Pacific County,-303
2018,WA,53049,Pacific County,516
